jobtitle,jobfield,scale_e,scale_i,scale_s,scale_n,scale_t,scale_f,scale_j,scale_p,psychotype,satisfied
Accountant,Finance,19,18,17,15,10,19,28,8,ESFJ,1
Accountant,Finance,25,13,12,21,22,10,13,17,ENTP,1
Accountant,Finance,31,4,28,5,23,14,25,12,ESTJ,1
Accountant,Finance,31,7,24,9,15,21,25,13,ESFJ,0
Accountant,Finance,23,15,20,11,16,17,23,7,ESFJ,1
Accountant,Finance,20,19,28,5,23,9,24,9,ESTJ,1
Accountant,Finance,15,20,23,13,21,16,24,10,ISTJ,1
Accountant,Finance,24,10,12,26,19,16,15,19,ENTP,1
Accountant,Finance,13,24,14,23,30,6,12,23,INTP,0
Accountant,Finance,23,16,18,13,21,14,9,24,ESTP,1
Accountant,Finance,20,16,7,31,8,27,11,25,ENFP,1
Accountant,Finance,20,18,20,13,16,17,14,24,ESFP,0
Accountant,Finance,19,19,25,8,10,21,12,20,ESFP,1
Accountant,Finance,16,19,12,23,10,23,26,6,INFJ,1
Accountant,Finance,12,24,9,26,9,17,11,23,INFP,1
Accountant,Finance,32,4,27,1,26,10,31,3,ESTJ,1
Accountant,Finance,17,23,5,28,5,25,17,18,INFP,1
Accountant,Finance,11,24,15,20,12,19,14,20,INFP,1
Accountant,Finance,15,20,15,20,19,13,14,23,INTP,1
Accountant,Finance,15,20,17,13,29,10,23,12,ISTJ,1
Accountant,Finance,28,14,10,29,16,21,11,24,ENFP,1
Accountant,Finance,15,22,28,6,18,13,30,10,ISTJ,0
Accountant,Finance,16,21,28,5,22,13,24,10,ISTJ,1
Accountant,Finance,24,13,19,10,20,15,29,6,ESTJ,1
Accountant,Finance,18,24,18,13,13,17,26,11,ISFJ,1
Accountant,Finance,21,18,32,2,22,10,29,8,ESTJ,1
Accountant,Finance,8,29,33,2,13,19,27,8,ISFJ,0
Accountant,Finance,22,14,22,9,16,19,24,9,ESFJ,1
Accountant,Finance,13,25,26,11,20,15,32,4,ISTJ,1
Accountant,Finance,21,18,17,14,20,16,25,10,ESTJ,1
Accountant,Finance,22,16,19,16,22,13,22,15,ESTJ,1
Accountant,Finance,18,18,25,11,18,12,31,6,ESTJ,1
Accountant,Finance,25,16,26,8,26,14,31,5,ESTJ,1
Accountant,Finance,26,13,18,13,25,8,11,23,ESTP,1
Accountant,Finance,20,13,10,24,29,7,27,7,ENTJ,1
Accountant,Finance,19,21,18,14,9,23,25,8,ISFJ,1
Accountant,Finance,24,12,18,15,23,9,22,10,ESTJ,1
Accountant,Finance,22,12,14,12,22,13,13,17,ESTP,0
Accountant,Finance,14,23,8,25,25,9,14,19,INTP,1
Accountant,Finance,16,20,32,1,28,8,31,4,ISTJ,1
Accountant,Finance,5,33,31,4,30,9,28,8,ISTJ,1
Accountant,Finance,13,24,26,5,14,20,31,6,ISFJ,0
Accountant,Finance,22,13,31,10,34,5,29,5,ESTJ,1
Accountant,Finance,7,30,30,6,23,14,25,7,ISTJ,1
Accountant,Finance,22,18,27,9,26,8,28,10,ESTJ,1
Accountant,Finance,19,17,11,18,12,22,20,14,ENFJ,1
Accountant,Finance,6,31,16,18,18,14,25,9,INTJ,0
Accountant,Finance,26,11,13,16,7,26,11,22,ENFP,1
Accountant,Finance,16,24,26,5,10,20,27,7,ISFJ,1
Accountant,Finance,23,11,21,11,17,14,27,9,ESTJ,1
Accountant,Finance,25,10,25,7,25,11,31,5,ESTJ,1
Accountant,Finance,19,21,28,10,24,11,10,25,ISTP,0
Accountant,Finance,13,22,13,17,13,16,20,13,INFJ,1
Accountant,Finance,28,8,13,14,14,14,22,15,ENTJ,0
Accountant,Finance,29,9,23,7,27,9,24,13,ESTJ,1
Accountant,Finance,30,8,20,9,24,11,29,6,ESTJ,1
Accountant,Finance,28,7,16,19,18,14,16,19,ENTP,0
Accountant,Finance,16,19,30,9,19,12,30,6,ISTJ,0
Accountant,Finance,18,16,25,9,23,14,21,13,ESTJ,1
Accountant,Finance,17,20,22,6,27,7,28,6,ISTJ,1
Accountant,Finance,18,22,15,16,17,10,22,12,INTJ,0
Accountant,Finance,22,14,22,12,21,16,15,19,ESTP,1
Accountant,Finance,6,27,21,15,12,18,18,17,ISFJ,1
Accountant,Finance,14,18,26,11,13,18,28,8,ISFJ,1
Accountant,Finance,14,20,26,9,15,20,31,5,ISFJ,0
Accountant,Finance,27,8,14,17,27,6,16,18,ENTP,0
Accountant,Finance,25,10,18,14,19,17,25,10,ESTJ,1
Accountant,Finance,16,23,25,7,13,13,27,7,ISTJ,1
Accountant,Finance,14,25,29,9,27,10,29,7,ISTJ,1
Accountant,Finance,22,17,26,5,26,12,32,2,ESTJ,1
Accountant,Finance,6,30,16,14,4,23,28,7,ISFJ,1
Accountant,Finance,26,12,25,13,2,30,26,11,ESFJ,1
Accountant,Finance,18,23,28,7,25,8,24,7,ISTJ,1
Accountant,Finance,26,14,12,23,2,34,9,26,ENFP,0
Accountant,Finance,23,14,25,9,14,18,29,8,ESFJ,1
Accountant,Finance,29,5,15,15,25,11,16,16,ESTJ,1
Accountant,Finance,23,15,11,25,10,20,15,22,ENFP,1
Accountant,Finance,23,14,20,10,12,17,26,9,ESFJ,1
Accountant,Finance,8,27,32,7,26,12,33,3,ISTJ,1
Accountant,Finance,18,21,19,17,23,14,20,19,ISTJ,1
Accountant,Finance,16,21,11,18,10,22,18,16,INFJ,0
Accountant,Finance,20,15,17,16,14,16,13,23,ESFP,1
Accountant,Finance,10,26,20,9,17,10,21,13,ISTJ,1
Accountant,Finance,22,13,22,13,25,11,23,11,ESTJ,0
Accountant,Finance,25,10,23,16,22,9,20,15,ESTJ,1
Accountant,Finance,17,23,29,4,20,13,28,7,ISTJ,1
Accountant,Finance,26,8,18,9,21,15,18,16,ESTJ,0
Accountant,Finance,25,11,14,14,16,17,29,7,ESFJ,1
Accountant,Finance,20,13,23,12,13,21,11,25,ESFP,0
Accountant,Finance,24,17,21,11,21,11,16,24,ESTP,0
Accountant,Finance,18,18,24,9,17,18,24,11,ESFJ,1
Accountant,Finance,19,21,30,5,33,5,33,0,ISTJ,1
Accountant,Finance,24,12,16,16,26,9,17,19,ESTP,0
Accountant,Finance,24,12,15,10,7,21,29,8,ESFJ,1
Accountant,Finance,19,22,14,17,25,8,12,21,INTP,0
Accountant,Finance,17,21,24,9,26,11,34,2,ISTJ,1
Accountant,Finance,26,13,28,5,29,8,27,7,ESTJ,1
Accountant,Finance,21,17,27,5,22,10,24,9,ESTJ,1
Accountant,Finance,7,25,28,8,25,13,23,10,ISTJ,0
Accountant,Finance,14,24,18,14,22,9,22,12,ISTJ,1
Accountant,Finance,10,29,26,8,28,10,28,7,ISTJ,1
Accountant,Finance,17,22,19,11,28,9,27,5,ISTJ,0
Accountant,Finance,19,19,15,15,13,19,17,18,ESFP,0
Accountant,Finance,25,12,21,9,11,17,22,12,ESFJ,1
Accountant,Finance,10,27,32,2,21,12,27,8,ISTJ,1
Accountant,Finance,9,27,19,12,12,15,30,4,ISFJ,1
Accountant,Finance,20,15,20,11,17,12,28,7,ESTJ,1
Accountant,Finance,13,24,27,9,16,13,21,13,ISTJ,1
Accountant,Finance,25,14,18,15,14,14,11,23,ESTP,0
Accountant,Finance,14,22,21,18,22,19,22,12,ISTJ,1
Accountant,Finance,19,16,16,17,20,16,23,11,ENTJ,1
Accountant,Finance,15,24,13,20,17,18,13,19,INFP,0
Accountant,Finance,16,20,16,15,21,13,22,13,ISTJ,1
Accountant,Finance,24,17,34,6,20,13,31,7,ESTJ,1
Accountant,Finance,9,29,26,6,18,13,8,26,ISTP,1
Accountant,Finance,18,15,24,13,31,7,23,10,ESTJ,1
Accountant,Finance,10,26,26,9,21,12,22,14,ISTJ,1
Accountant,Finance,21,16,26,8,23,14,25,10,ESTJ,1
Accountant,Finance,23,14,26,6,7,26,28,3,ESFJ,1
Accountant,Finance,15,21,19,15,19,15,24,10,ISTJ,1
Accountant,Finance,28,12,14,15,22,13,17,17,ENTJ,1
Accountant,Finance,31,3,9,24,14,23,16,17,ENFP,0
Accountant,Finance,34,5,8,21,14,20,14,21,ENFP,1
Accountant,Finance,23,16,30,5,17,16,29,6,ESTJ,1
Accountant,Finance,12,25,11,13,17,14,22,11,INTJ,0
Accountant,Finance,18,19,29,5,25,12,18,19,ISTP,1
Accountant,Finance,32,6,16,15,16,8,24,9,ESTJ,1
Accountant,Finance,5,31,26,6,16,19,31,2,ISFJ,0
Accountant,Finance,29,9,24,5,7,24,30,8,ESFJ,0
Accountant,Finance,13,23,20,16,16,15,24,10,ISTJ,1
Accountant,Finance,20,21,29,4,14,16,30,3,ISFJ,1
Accountant,Finance,13,25,22,12,24,6,22,11,ISTJ,0
Accountant,Finance,28,10,26,8,12,21,23,12,ESFJ,1
Accountant,Finance,17,18,29,8,20,10,19,19,ISTJ,1
Accountant,Finance,30,8,23,7,24,11,28,8,ESTJ,1
Accountant,Finance,24,14,26,14,11,22,17,16,ESFJ,0
Accountant,Finance,26,15,19,17,16,19,21,14,ESFJ,1
Accountant,Finance,25,11,10,18,9,24,8,25,ENFP,0
Accountant,Finance,27,10,15,14,13,26,19,16,ESFJ,1
Accountant,Finance,32,11,24,6,23,15,26,7,ESTJ,1
Accountant,Finance,11,29,22,13,8,21,21,15,ISFJ,1
Accountant,Finance,26,10,27,13,26,12,27,6,ESTJ,1
Accountant,Finance,23,15,26,9,17,15,29,5,ESTJ,1
Accountant,Finance,22,17,20,9,15,25,28,7,ESFJ,1
Accountant,Finance,24,16,10,13,10,19,25,7,ENFJ,1
Accountant,Finance,7,26,19,20,12,16,15,20,INFP,1
Accountant,Finance,21,21,22,6,22,10,27,5,ESTJ,1
Accountant,Finance,17,22,22,12,22,13,27,8,ISTJ,1
Accountant,Finance,16,20,11,21,24,10,29,7,INTJ,1
Accountant,Finance,12,23,21,11,11,14,24,7,ISFJ,0
Accountant,Finance,25,9,7,24,19,14,19,14,ENTJ,1
Accountant,Finance,16,22,13,17,29,5,19,19,INTJ,0
Accountant,Finance,19,18,24,5,14,15,26,6,ESFJ,1
Accountant,Finance,25,13,23,11,21,12,15,16,ESTP,0
Accountant,Finance,24,17,28,5,21,10,31,3,ESTJ,1
Accountant,Finance,19,19,20,12,20,8,20,16,ESTJ,1
Accountant,Finance,6,30,18,13,16,15,13,23,ISTP,1
Accountant,Finance,33,2,13,15,24,12,23,14,ENTJ,0
Accountant,Finance,16,23,17,14,6,24,27,7,ISFJ,0
Accountant,Finance,8,26,7,23,12,18,21,15,INFJ,0
Accountant,Finance,19,19,18,11,15,18,22,11,ESFJ,1
Accountant,Finance,14,21,16,18,30,6,30,4,INTJ,1
Accountant,Finance,27,14,18,10,17,11,25,9,ESTJ,1
Accountant,Finance,20,19,29,9,19,12,29,6,ESTJ,1
Accountant,Finance,20,18,17,14,16,15,30,4,ESTJ,0
Accountant,Finance,25,10,14,12,21,11,18,19,ESTP,1
Accountant,Finance,33,7,12,18,14,19,18,17,ENFJ,1
Accountant,Finance,18,14,22,9,17,17,16,20,ESTP,1
Accountant,Finance,15,19,18,17,27,7,22,13,ISTJ,1
Accountant,Finance,21,17,23,13,16,14,15,21,ESTP,0
Accountant,Finance,16,21,20,11,9,19,25,11,ISFJ,1
Accountant,Finance,15,20,17,13,23,13,20,16,ISTJ,0
Accountant,Finance,23,16,18,12,20,13,7,27,ESTP,1
Accountant,Finance,13,24,15,16,18,12,17,18,INTP,0
Accountant,Finance,17,18,15,16,17,14,17,15,INTJ,0
Accountant,Finance,9,26,10,23,12,26,26,10,INFJ,1
Accountant,Finance,24,10,25,14,21,14,31,5,ESTJ,1
Accountant,Finance,28,9,25,8,23,11,7,30,ESTP,1
Accountant,Finance,25,13,17,13,15,13,15,20,ESTP,0
Accountant,Finance,25,13,20,14,25,11,8,29,ESTP,1
Accountant,Finance,9,27,21,16,17,15,30,7,ISTJ,1
Accountant,Finance,24,15,23,8,25,7,31,4,ESTJ,1
Accountant,Finance,20,17,24,10,18,16,14,22,ESTP,0
Accountant,Finance,23,10,26,6,28,6,25,11,ESTJ,1
Accountant,Finance,18,25,32,6,19,12,22,10,ISTJ,1
Accountant,Finance,24,11,11,10,14,15,16,19,ESFP,0
Accountant,Finance,13,22,21,7,17,18,23,12,ISFJ,0
Accountant,Finance,12,23,28,7,25,18,23,11,ISTJ,0
Accountant,Finance,23,13,17,18,20,12,19,14,ENTJ,0
Accountant,Finance,16,24,21,14,18,12,26,10,ISTJ,1
Accountant,Finance,15,26,13,14,15,14,10,26,INTP,0
Accountant,Finance,31,5,13,16,20,15,9,23,ENTP,0
Accountant,Finance,15,25,16,9,25,8,22,10,ISTJ,1
Accountant,Finance,15,20,16,15,25,11,22,13,ISTJ,1
Accountant,Finance,13,21,16,15,7,24,10,28,ISFP,1
Accountant,Finance,29,1,12,16,21,14,17,20,ENTP,1
Accountant,Finance,18,20,17,9,21,14,25,6,ISTJ,1
Accountant,Finance,10,23,6,32,15,13,15,19,INTP,0
Accountant,Finance,18,21,17,12,20,9,29,4,ISTJ,0
Accountant,Finance,20,19,30,4,22,15,25,12,ESTJ,1
Accountant,Finance,10,25,26,4,27,5,24,7,ISTJ,0
Accountant,Finance,26,9,20,11,24,4,23,12,ESTJ,0
Accountant,Finance,19,15,17,14,16,18,21,13,ESFJ,0
Accountant,Finance,20,14,25,9,26,6,31,3,ESTJ,1
Accountant,Finance,18,19,10,22,13,19,16,19,INFP,1
Accountant,Finance,26,11,15,11,21,18,24,10,ESTJ,1
Accountant,Finance,22,13,24,10,21,14,31,11,ESTJ,1
Accountant,Finance,25,16,17,10,16,15,26,7,ESTJ,1
Accountant,Finance,30,7,14,21,17,15,32,7,ENTJ,1
Accountant,Finance,16,18,18,14,20,15,16,18,ISTP,0
Accountant,Finance,22,18,12,20,12,25,18,17,ENFJ,1
Accountant,Finance,16,21,17,16,19,9,21,14,ISTJ,0
Accountant,Finance,8,30,20,12,14,20,33,4,ISFJ,1
Accountant,Finance,28,10,22,9,22,13,20,18,ESTJ,1
Accountant,Finance,20,18,27,6,21,12,28,7,ESTJ,1
Accountant,Finance,29,10,27,5,25,12,20,15,ESTJ,1
Accountant,Finance,15,20,32,6,25,10,32,6,ISTJ,1
Accountant,Finance,19,22,13,17,17,20,17,16,INFJ,1
Accountant,Finance,25,13,20,10,23,12,20,14,ESTJ,1
Accountant,Finance,26,8,21,11,23,12,22,11,ESTJ,1
Accountant,Finance,24,15,15,14,16,19,16,17,ESFP,0
Accountant,Finance,20,19,18,18,8,24,17,15,ESFJ,0
Accountant,Finance,29,11,22,9,19,18,27,9,ESTJ,1
Accountant,Finance,25,16,25,6,29,4,26,7,ESTJ,1
Accountant,Finance,23,12,28,10,29,10,22,12,ESTJ,0
Accountant,Finance,19,15,13,20,17,14,19,17,ENTJ,1
Accountant,Finance,6,28,20,11,20,11,26,7,ISTJ,0
Accountant,Finance,22,14,15,16,14,19,13,20,ENFP,1
Accountant,Finance,27,13,21,9,25,14,14,21,ESTP,1
Accountant,Finance,9,23,27,9,18,20,18,14,ISFJ,0
Accountant,Finance,21,14,20,16,32,2,16,15,ESTJ,0
Accountant,Finance,29,8,17,17,16,20,18,16,ESFJ,1
Accountant,Finance,25,16,20,10,13,15,18,18,ESFJ,1
Accountant,Finance,26,12,16,15,19,15,16,21,ESTP,1
Accountant,Finance,29,6,15,20,30,5,9,19,ENTP,0
Accountant,Finance,27,11,23,11,27,12,21,12,ESTJ,1
Accountant,Finance,15,18,18,11,18,17,32,4,ISTJ,1
Accountant,Finance,23,15,26,8,29,8,30,11,ESTJ,1
Accountant,Finance,16,19,22,15,20,9,28,9,ISTJ,1
Accountant,Finance,29,9,25,14,7,24,20,13,ESFJ,0
Accountant,Finance,19,18,26,8,11,25,30,6,ESFJ,1
Accountant,Finance,23,13,27,4,22,14,28,6,ESTJ,1
Accountant,Finance,11,24,27,9,19,11,27,7,ISTJ,1
Accountant,Finance,16,21,19,11,27,12,26,5,ISTJ,1
Accountant,Finance,25,15,22,5,8,24,14,21,ESFP,1
Accountant,Finance,26,8,18,14,25,7,14,19,ESTP,0
Accountant,Finance,14,22,13,14,26,7,27,9,INTJ,1
Accountant,Finance,26,9,20,9,21,15,23,11,ESTJ,1
Accountant,Finance,12,27,31,5,24,13,33,4,ISTJ,0
Accountant,Finance,19,19,24,10,15,20,16,18,ESFP,0
Accountant,Finance,19,20,10,17,16,14,24,15,INTJ,1
Accountant,Finance,16,25,26,5,21,10,29,5,ISTJ,1
Accountant,Finance,17,16,23,7,10,19,15,22,ESFP,0
Accountant,Finance,19,19,17,18,10,26,20,17,ENFJ,0
Accountant,Finance,14,22,19,13,17,19,19,15,ISFJ,1
Accountant,Finance,28,10,20,11,19,15,17,21,ESTP,1
Accountant,Finance,25,10,17,12,22,14,22,14,ESTJ,1
Accountant,Finance,18,17,23,10,13,21,26,9,ESFJ,1
Accountant,Finance,18,16,14,24,24,11,18,15,ENTJ,0
Accountant,Finance,29,9,29,4,22,11,20,15,ESTJ,1
Accountant,Finance,14,21,28,7,19,20,19,18,ISFJ,0
Accountant,Finance,18,14,22,11,32,5,10,23,ESTP,0
Accountant,Finance,26,12,25,11,18,11,26,15,ESTJ,1
Accountant,Finance,23,14,29,6,13,26,22,13,ESFJ,1
Accountant,Finance,27,11,31,7,21,13,28,6,ESTJ,1
Accountant,Finance,17,21,12,23,25,8,22,15,INTJ,1
Accountant,Finance,17,17,24,8,25,7,24,14,ESTJ,1
Accountant,Finance,25,15,23,9,17,13,15,19,ESTP,1
Accountant,Finance,21,15,20,12,16,18,26,7,ESFJ,1
Accountant,Finance,20,17,21,9,21,13,26,9,ESTJ,0
Accountant,Finance,23,10,26,9,19,14,30,5,ESTJ,1
Accountant,Finance,14,23,15,20,17,10,20,18,INTJ,0
Accountant,Finance,12,25,20,9,9,19,25,12,ISFJ,1
Accountant,Finance,17,23,26,6,19,10,22,10,ISTJ,1
Accountant,Finance,14,23,22,14,17,10,31,5,ISTJ,1
Accountant,Finance,22,13,11,16,20,18,22,11,ENTJ,0
Accountant,Finance,16,18,14,20,17,18,14,21,INFP,0
Accountant,Finance,13,25,20,12,24,13,26,9,ISTJ,1
Accountant,Finance,15,21,20,11,8,21,19,16,ISFJ,1
Accountant,Finance,18,21,33,3,21,18,30,5,ISTJ,1
Accountant,Finance,12,25,33,4,23,14,31,1,ISTJ,1
Accountant,Finance,21,18,27,8,20,17,22,14,ESTJ,1
Accountant,Finance,16,21,23,13,26,13,23,13,ISTJ,1
Accountant,Finance,8,27,11,24,14,15,18,19,INFP,0
Accountant,Finance,19,15,13,18,18,16,17,18,ENTP,0
Accountant,Finance,14,21,19,13,13,17,24,15,ISFJ,0
Accountant,Finance,12,25,8,29,27,7,15,22,INTP,0
Businessman,Head of the organization,22,11,9,27,8,25,5,30,ENFP,1
Businessman,Head of the organization,17,23,26,6,30,4,33,3,ISTJ,1
Businessman,Head of the organization,20,16,7,22,30,8,19,17,ENTJ,1
Businessman,Head of the organization,13,22,15,12,21,17,24,15,ISTJ,1
Businessman,Head of the organization,16,18,13,18,20,12,29,3,INTJ,1
Businessman,Head of the organization,25,11,19,13,17,21,18,12,ESFJ,1
Businessman,Top management,19,16,16,25,23,10,24,15,ENTJ,0
Businessman,Head of the organization,11,29,24,10,24,10,22,15,ISTJ,0
Businessman,Head of the organization,23,11,24,10,25,15,24,18,ESTJ,0
Businessman,Head of the organization,30,4,12,12,14,22,27,9,ESFJ,1
Businessman,Head of the organization,24,11,15,16,25,13,5,30,ENTP,1
Businessman,Head of the organization,22,14,20,12,22,8,18,16,ESTJ,1
Businessman,Head of the organization,28,8,10,21,8,23,16,17,ENFP,0
Businessman,Head of the organization,24,13,16,16,33,6,24,13,ESTJ,1
Businessman,Head of the organization,18,16,14,18,29,6,13,20,ENTP,1
Businessman,Top management,30,7,6,27,16,16,22,14,ENTJ,1
Businessman,Head of the organization,20,15,14,18,20,12,13,25,ENTP,1
Businessman,Head of the organization,32,4,9,18,11,21,19,17,ENFJ,1
Businessman,Head of the organization,29,7,26,9,22,11,25,11,ESTJ,0
Businessman,Head of the organization,7,23,13,22,31,10,25,13,INTJ,1
Businessman,Head of the organization,25,10,16,20,13,19,12,20,ENFP,0
Businessman,Head of the organization,21,12,9,18,8,24,13,19,ENFP,1
Businessman,Head of the organization,11,23,30,8,27,5,28,9,ISTJ,1
Businessman,Top management,34,1,11,17,24,10,26,10,ENTJ,1
Businessman,Head of the organization,15,23,21,16,23,8,20,14,ISTJ,1
Businessman,Head of the organization,17,19,24,12,29,9,23,18,ISTJ,1
Businessman,Head of the organization,28,4,14,21,21,12,20,16,ENTJ,1
Businessman,Top management,14,21,16,14,21,17,8,25,ISTP,0
Businessman,Head of the organization,27,7,21,14,25,14,10,26,ESTP,0
Businessman,Head of the organization,21,12,21,15,16,15,24,9,ESTJ,1
Businessman,Head of the organization,18,15,25,12,15,21,14,16,ESFP,1
Businessman,Top management,13,23,10,21,20,16,27,10,INTJ,1
Businessman,Head of the organization,27,10,15,13,26,7,22,9,ESTJ,0
Businessman,Head of the organization,20,13,19,14,15,18,17,18,ESFP,0
Businessman,Head of the organization,18,14,17,18,18,13,23,13,ENTJ,1
Businessman,Head of the organization,20,16,9,21,27,6,16,17,ENTP,1
Businessman,Head of the organization,26,8,9,26,20,13,25,9,ENTJ,1
Businessman,Head of the organization,25,15,13,19,24,11,27,9,ENTJ,1
Businessman,Head of the organization,22,15,10,26,16,21,18,17,ENFJ,1
Businessman,Head of the organization,21,18,13,19,28,5,17,17,ENTJ,1
Businessman,Head of the organization,14,20,17,19,19,12,18,18,INTJ,1
Businessman,Head of the organization,24,15,17,17,20,11,21,13,ESTJ,0
Businessman,Top management,27,10,16,19,7,28,10,25,ENFP,1
Businessman,Head of the organization,13,23,9,28,25,13,29,7,INTJ,1
Businessman,Head of the organization,17,20,24,6,29,7,23,14,ISTJ,1
Businessman,Head of the organization,29,7,16,22,30,6,31,2,ENTJ,1
Businessman,Head of the organization,26,10,17,19,13,19,20,16,ENFJ,1
Businessman,Head of the organization,32,4,10,24,15,16,20,15,ENFJ,1
Businessman,Head of the organization,24,9,26,9,19,13,26,12,ESTJ,1
Businessman,Head of the organization,11,24,9,21,23,10,20,16,INTJ,1
Businessman,Head of the organization,20,17,12,18,30,2,24,15,ENTJ,1
Businessman,Head of the organization,14,19,23,13,27,9,30,10,ISTJ,1
Businessman,Head of the organization,28,5,16,17,23,15,26,10,ENTJ,1
Businessman,Head of the organization,15,21,23,8,24,7,25,13,ISTJ,1
Businessman,Head of the organization,27,12,21,11,29,7,25,7,ESTJ,1
Businessman,Head of the organization,21,14,20,9,28,5,21,17,ESTJ,1
Businessman,Head of the organization,22,13,19,10,26,7,24,8,ESTJ,1
Businessman,Head of the organization,22,18,16,14,24,11,23,12,ESTJ,1
Businessman,Head of the organization,23,13,17,12,25,12,20,16,ESTJ,0
Businessman,Head of the organization,22,5,17,15,30,5,27,8,ESTJ,0
Businessman,Head of the organization,23,13,22,16,30,6,29,6,ESTJ,1
Businessman,Head of the organization,22,12,28,10,32,7,30,6,ESTJ,1
Businessman,Top management,25,12,13,17,23,15,30,8,ENTJ,1
Businessman,Head of the organization,20,16,19,11,29,6,31,5,ESTJ,1
Businessman,Head of the organization,15,21,18,19,25,6,30,6,INTJ,1
Businessman,Head of the organization,19,17,27,6,31,6,29,6,ESTJ,1
Businessman,Head of the organization,12,22,14,19,8,30,15,19,INFP,1
Businessman,Head of the organization,21,17,28,10,28,7,22,12,ESTJ,1
Businessman,Head of the organization,30,3,21,16,24,10,23,12,ESTJ,1
Businessman,Head of the organization,26,12,18,16,25,10,22,12,ESTJ,1
Businessman,Head of the organization,17,22,14,19,25,10,17,17,INTJ,1
Businessman,Head of the organization,14,21,17,17,21,9,15,19,ISTP,0
Businessman,Head of the organization,13,23,15,16,26,13,23,13,INTJ,1
Businessman,Head of the organization,17,20,13,23,17,19,8,29,INFP,0
Businessman,Top management,19,21,13,16,20,14,27,10,INTJ,1
Businessman,Head of the organization,27,6,12,23,24,13,23,13,ENTJ,1
Businessman,Head of the organization,25,9,9,22,8,25,12,24,ENFP,1
Businessman,Head of the organization,24,9,24,7,21,13,26,11,ESTJ,1
Businessman,Top management,19,17,19,10,22,14,25,9,ESTJ,1
Businessman,Head of the organization,20,14,25,11,25,6,21,15,ESTJ,1
Businessman,Head of the organization,14,23,14,19,16,17,24,8,INFJ,1
Businessman,Head of the organization,23,12,14,23,28,6,17,18,ENTP,1
Businessman,Head of the organization,29,8,9,23,13,22,15,26,ENFP,1
Businessman,Head of the organization,19,19,19,17,23,13,24,11,ESTJ,1
Businessman,Head of the organization,26,12,14,16,16,14,12,24,ENTP,1
Businessman,Head of the organization,25,11,14,16,16,15,22,16,ENTJ,1
Businessman,Head of the organization,21,11,11,19,16,22,18,21,ENFP,1
Businessman,Head of the organization,33,2,22,19,28,4,21,14,ESTJ,1
Businessman,Head of the organization,10,22,21,15,13,25,5,33,ISFP,1
Businessman,Head of the organization,28,6,17,17,15,22,29,2,ESFJ,1
Businessman,Head of the organization,28,8,12,21,6,28,15,22,ENFP,1
Businessman,Head of the organization,22,12,6,21,20,16,24,13,ENTJ,0
Businessman,Head of the organization,15,20,16,22,17,18,19,17,INFJ,1
Businessman,Head of the organization,23,15,9,20,11,16,12,23,ENFP,1
Businessman,Head of the organization,4,30,25,12,16,16,23,16,ISTJ,0
Businessman,Head of the organization,7,28,14,16,20,14,13,19,INTP,1
Businessman,Head of the organization,19,18,14,18,33,2,31,6,ENTJ,1
Businessman,Head of the organization,14,23,15,16,30,7,17,14,INTJ,1
Businessman,Head of the organization,20,18,13,18,26,7,19,18,ENTJ,1
Businessman,Head of the organization,27,10,21,14,24,12,22,11,ESTJ,1
Businessman,Head of the organization,25,11,8,26,17,18,33,2,ENFJ,1
Businessman,Head of the organization,21,15,22,11,31,3,22,10,ESTJ,1
Businessman,Head of the organization,16,19,19,13,23,8,29,12,ISTJ,0
Businessman,Top management,11,23,11,24,20,22,10,20,INFP,0
Businessman,Head of the organization,14,24,19,17,28,3,33,3,ISTJ,1
Businessman,Head of the organization,16,20,32,4,28,10,27,11,ISTJ,1
Businessman,Head of the organization,16,20,17,13,33,4,26,6,ISTJ,1
